Commodity Desc,Unit Desc,Domain Desc,Domaincat Desc,Short Desc,Long Desc,Agg Level Desc,State Name,Year,Published Estimate,State Ansi
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2011,97,44
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2014,64,44
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2015,(D),44
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2016,137,44
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,RHODE ISLAND,2019,148,44
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2011,779,45
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2014,"2,460",45
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2015,"2,741",45
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2016,"3,163",45
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH CAROLINA,2019,"4,806",45
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2011,"100,089",46
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2014,"78,318",46
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2015,"92,462",46
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2016,"115,780",46
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,SOUTH DAKOTA,2019,"73,153",46
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2011,"1,545",47
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2014,"3,182",47
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2015,"2,321",47
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2016,"3,341",47
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TENNESSEE,2019,"4,997",47
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2011,"81,018",48
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2014,"125,373",48
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2015,"86,665",48
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2016,"146,801",48
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,TEXAS,2019,"246,307",48
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2011,"77,776",49
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2014,"120,437",49
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2015,"100,515",49
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2016,"97,919",49
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,UTAH,2019,"94,591",49
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2011,"81,900",50
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2014,"112,819",50
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2015,"132,643",50
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2016,"134,336",50
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VERMONT,2019,"203,002",50
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2011,"12,602",51
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2014,"28,094",51
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2015,"23,453",51
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2016,"24,848",51
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,VIRGINIA,2019,"28,347",51
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2011,"71,887",53
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2014,"73,441",53
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2015,"71,781",53
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2016,"78,739",53
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WASHINGTON,2019,"111,930",53
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2011,226,54
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2014,"1,916",54
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2015,"2,439",54
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2016,"2,362",54
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WEST VIRGINIA,2019,"3,054",54
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2011,"174,044",55
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2014,"226,056",55
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2015,"209,615",55
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2016,"219,266",55
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WISCONSIN,2019,"250,940",55
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2011,"715,605",56
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2014,"128,502",56
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2015,"128,617",56
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2016,"119,870",56
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",STATE,WYOMING,2019,"130,067",56
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2011,"3,648,896",
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2014,"3,642,933",
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2015,"4,361,849",
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2016,"5,019,496",
AG LAND,ACRES,ORGANIC STATUS,ORGANIC STATUS: (NOP USDA CERTIFIED),"AG LAND, ORGANIC - ACRES","AG LAND, ORGANIC - ACRES - ON OPERATIONS WITH ORGANIC STATUS: (NOP USDA CERTIFIED)",NATIONAL,US TOTAL,2019,"5,495,274",
