"Program","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","       2008  -  <b>VALUE</b>","       2008  -  <b>CV (%)</b>","       2011  -  <b>VALUE</b>","       2011  -  <b>CV (%)</b>","       2014  -  <b>VALUE</b>","       2014  -  <b>CV (%)</b>","       2019  -  <b>VALUE</b>","       2019  -  <b>CV (%)</b>"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (250,000 TO 499,999 $)","","","","","","","42","12.3"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (40,000 TO 49,999 $)","","","","","","","2","67.3"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (5,000 TO 9,999 $)","","","","","","","5","26.3"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (50,000 TO 99,999 $)","","","32","","","","34","14"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (500,000 OR MORE $)","","","15","","","","54","22.3"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 1,000 $)","","","","","","","1",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 50,000 $)","","","30","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","62","","","","76","9","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","15","","","","9","30.1","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","16","","","","32","23","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","40","","","","32","34","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","29","","","","21","38.9","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (100 PCT)","53","","","","74","10.1","100","11.6"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","14","","","","9","30.1","28","11.5"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","16","","","","30","23.9","37","21.8"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (75 TO 99 PCT)","40","","","","32","34","52","9.5"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","23","","","","21","38.9","21","19.7"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (100 PCT)","9","","","","2","59.2","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (25 TO 49 PCT)","1","","","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (50 TO 74 PCT)","","","","","2","81.6","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES AS PCT OF FARM SALES","ORGANIC STATUS: (NOP USDA EXEMPT) AND SALES AS PCT OF FARM SALES: (LESS THAN 25 PCT)","6","","","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","48,636,312","","","","75,917,000","25.6","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","",""," (D)","","75,907,000","25.6","184,634,000","29.5"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)","12,882","","","","14,000","49.1","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)","182,722","","","","54,000","47.6","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","6,834,369","","","","5,670,000","16.8","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)"," (D)","","","","35,000","46.8","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)","155,861","","","","69,000","35","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (25,000 TO 39,999 $)","282,855","","","","426,000","30.9","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (250,000 TO 499,999 $)","11,885,524","","","","11,511,000","22.8","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (40,000 TO 49,999 $)","216,253","","","","178,000","44.5","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 TO 9,999 $)","47,890","","","","25,000","64.2","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (50,000 TO 99,999 $)","1,178,291","","","","2,359,000","23.1","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (500,000 OR MORE $)","27,819,925","","","","55,577,000","39.6","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 1,000 $)"," (D)","","","","1,000","59.2","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (1,000 TO 2,499 $)","","","","","","","10,000","34.6"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (10,000 TO 19,999 $)","","","","","","","197,000","39.4"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 199,999 $)","","","2,454,015","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (100,000 TO 249,999 $)","","","","","","","10,617,000","15.7"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (2,500 TO 4,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (20,000 TO 24,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (200,000 TO 499,999 $)","","","10,605,300","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (25,000 TO 39,999 $)","","","","","","","385,000","19.1"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (250,000 TO 499,999 $)","","","","","","","14,309,000","13.1"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (40,000 TO 49,999 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (5,000 TO 9,999 $)","","","","","","","36,000","26.6"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (50,000 TO 99,999 $)","","","2,313,224","","","","2,464,000","15.6"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (500,000 OR MORE $)","",""," (D)","","","","156,486,000","37.5"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 1,000 $)","","","","","",""," (D)"," (D)"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - SALES, MEASURED IN $","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (LESS THAN 50,000 $)","","","584,086","","","","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","162","","","","170","4.6","",""
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","146","","128","","166","4.5","238","8.2"
"CENSUS","YEAR","","STATE","NEBRASKA","31","","","","","","","00000000","","FARM OPERATIONS","FARM OPERATIONS, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","16","","","","4","33.6","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","3,907","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","6,073","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","22","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, HARVESTED, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","26","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","3,967","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","",""," (D)","","","","25,301","11.7"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","22","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, CROPLAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","28","","","","40","2.3"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","4,153","","","","7,064","11.8","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","6,651","","7,057","11.8","97,868","10.2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","7","39.9","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","26","","","","49","5.8","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","28","","45","6.2","40","2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA EXEMPT)","","","","","4","30","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, (EXCL RANGE), ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (TRANSITIONING)","","","","","213","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","186","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - ACRES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","",""," (D)","","","","72,567","25.5"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","7","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, ORGANIC - NUMBER OF OPERATIONS","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","2","","","","8","13.8"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","AG LAND","AG LAND, PASTURELAND, RANGE ONLY, ORGANIC, TRANSITIONING - ACRES","ORGANIC STATUS","ORGANIC STATUS: (TRANSITIONING)","","","","","262","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT)","25","","","","49","5.8","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","","","24","","","","40","2"
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (1,000 TO 2,499 $)","1","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (10,000 TO 19,999 $)","2","","","","12","31.7","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (100,000 TO 249,999 $)","7","","","","7","21.4","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (2,500 TO 4,999 $)","2","","","","1","55.6","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (20,000 TO 24,999 $)","1","","","","1","53.2","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (250,000 TO 499,999 $)","","","","","6","20.6","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (40,000 TO 49,999 $)","2","","","","4","19.7","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (5,000 TO 9,999 $)","3","","","","6","26","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (50,000 TO 99,999 $)","1","","","","","","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (500,000 OR MORE $)","2","","","","5","12.7","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED & EXEMPT) AND SALES: (LESS THAN 1,000 $)","4","","","","7","46.2","",""
"CENSUS","YEAR","","STATE","NEVADA","32","","","","","","","00000000","","COMMODITY TOTALS","COMMODITY TOTALS, ORGANIC - OPERATIONS WITH SALES","ORGANIC STATUS AND SALES","ORGANIC STATUS: (NOP USDA CERTIFIED) AND SALES: (10,000 TO 19,999 $)","","","","","","","4","23"
